,page,country,rev_id
17297,Pierre Lumbi Okongo,"Congo, Dem. Rep. of",774679596
17298,Katikkiro of Buganda,Uganda,774683767
17299,Daudi Cwa II of Buganda,Uganda,774683907
17300,Ssuuna II of Buganda,Uganda,774684052
17301,Kamaanya of Buganda,Uganda,774684080
17302,Semakookiro of Buganda,Uganda,774684109
17303,Jjunju of Buganda,Uganda,774684124
17304,Kato Kintu,Uganda,774684195
17305,Chwa I of Buganda,Uganda,774684228
17306,Mikey Arroyo,Philippines,774690273
17307,Lisbet Rugtvedt,Norway,774706071
17308,Count Gustav Kálnoky,Hungary,774711350
17309,Allan Grice,Australia,774718892
17310,Nicanor Duarte,Paraguay,774721000
17311,Syed Mohsin Ali,Bangladesh,774723681
17312,Tibor Farkas,Hungary,774739248
17313,Mieno Eiko,Japan,774742615
17314,Kozo Igarashi,Japan,774742666
17315,Tatsuo Takahashi,Japan,774742838
17316,Yasumasa Narasaki,Japan,774742887
17317,Vice-President of Ivory Coast,Ivorian,774756970
17318,Steven Vandeput,Belgium,774758212
17319,Jane Brigode,Belgium,774764765
17320,Stevčo Jakimovski,Macedonia,774773036
17321,Mohammed Al-Ghabban,Iraq,774773079
17322,Mile Janakieski,Macedonia,774773200
17323,Bruno Pittermann,Austria,774776251
17324,Mohammad Mofatteh,Iran,774778123
17325,Vance Amory,Saint Kitts and Nevis,774778329
17326,Demetrio H. Brid,Panama,774786466
17327,Dadash Bunyadzade,Azerbaijan,774805114
17328,Mouloud Kacem Naît Belkacem,Algeria,774806785
17329,Arthur W. Aleshire,United States,774810780
17330,Petronella Muns,Netherlands,774813690
17331,Yasser Abed Rabbo,Palestinian Territory,774821388
17332,Stavros Malas,Cyprus,774825830
17333,Kyabaggu of Buganda,Uganda,774830237
17334,Kiweewa of Buganda,Uganda,774831268
17335,Ingatun-Lukman Gumuntul Istarul,Philippines,774832875
17336,Cecil Dennistoun Burney,Rhodesian,774837666
17337,Cornelius Thuhageni Njoba,Namibia,774841020
17338,Wang Xijue,China,774843935
17339,"Xu Jie (politician, born 1955)",China,774845246
17340,Philippe Vannier,Vietnam,774847910
17341,Anatoly Chernyaev,Russia,774854947
17342,Fikre Selassie Wogderess,Ethiopia,774855271
17343,Óscar Ortiz (El Salvador),Salvadoran,774857245
17344,Pierre Blanchy,Monaco,774861661
17345,Inoke Takiveikata (Vice-President),Fiji,774866807
17346,Harriet Shing,Australia,774868532
17347,Hu Weide,China,774869490
17348,Du Xigui,China,774869762
17349,Cornelis van Aerssen van Sommelsdijck,Netherlands,774874170
17350,"Turki bin Said, Sultan of Muscat and Oman",Omani,774877670
17351,Giovanni Palamara,Italy,774877990
17352,Jorge Toriello Garrido,Guatemala,774879918
17353,Harry Bedford (politician),New Zealand,774889612
17354,Yashodhar Phanse,India,774896841
17355,Edgar Hampton Warren,Australia,774900356
17356,Alexander Peebles,New Zealand,774903165
17357,Józef Wielhorski,Poland,774913836
17358,Mike Kinsey,United Kingdom,774915631
17359,Florizel Glasspole,Jamaica,774933915
17360,Willy Hellpach,Germany,774935896
17361,Kenneth Blackburne,Jamaica,774938096
17362,Lyutvi Mestan,Bulgaria,774947675
17363,Nicolás Ardito Barletta Vallarino,Panama,774960736
17364,Yuri Zhukov (journalist),Russia,774965358
17365,David Storrer,Australia,774969432
17366,Ned Davis,Australia,774977793
17367,John Travers (1867–1928),Australia,774990079
17368,Nasiruddin Ahmed Pintu,Bangladesh,774992256
17369,Alain Escada,Belgium,774996349
17370,"Zenón de Somodevilla, 1st Marqués de la Ensenada",Spain,774997587
17371,Konstantinos Demertzis,Greece,775001025
17372,Tingting Cojuangco,Philippines,775006147
17373,Cyril Hendry Croker,New Zealand,775011130
17374,Qiu He,China,775035277
17375,Ielemia Ministry,Tuvalu,775041174
17376,Snehal Ambekar,India,775042583
17377,Viktoras Muntianas,Lithuania,775045122
17378,Paul Delorey,Canada,775052908
17379,Haim Arlosoroff,Israel,775055838
17380,Mohamed A. Jalloh,Sierra Leone,775070752
17381,Ion Stăvilă,Moldova,775071627
17382,Li Weiwei (politician),China,775073157
17383,Ouyang Qin,China,775073838
17384,Katja Koren,Slovenia,775073864
17385,Abrah Comfort Rosemond,Ghana,775075820
17386,Robyn Clarke,Australia,775076894
17387,Florence Eshalomi,United Kingdom,775079274
17388,Lisa O'Malley,Australia,775080153
17389,Željko Turk,Croatia,775080683
17390,Cassie Rowe,Australia,775081079
17391,Jessica Shaw,Australia,775081371
17392,Sami as-Solh,Lebanon,775085498
17393,Nazem Akkari,Lebanon,775086029
17394,Rashid Karami,Lebanon,775086129
17395,Shafik Wazzan,Lebanon,775086535
17396,Alexander Potkin,Russia,775089096
17397,Khayreddin al-Ahdab,Lebanon,775091937
17398,Pieter Johannes Potgieter,South Africa,775092123
17399,Andrzej Frycz Modrzewski,Poland,775097114
17400,Valentin Yumashev,Russia,775099450
17401,Hajar Ahmed Hajar,Qatar,775104127
17402,Lourdes Flores,Peru,775105187
17403,Gustavo Tambunting,Philippines,775115945
17404,Hernán Larraín,Chile,775116928
17405,Gisela Mota Ocampo,Mexico,775129935
17406,Valdemar Costa Neto,Brazil,775155367
17407,Chen Guofu,China,775161570
17408,José Eugenio Ellauri,Uruguay,775168257
17409,Santeri Nuorteva,Russia,775173268
17410,Ibrahim Abi-Ackel,Brazil,775174119
17411,John Cheek,Australia,775178204
17412,Roland Kotani,United States,775182017
17413,Peter Khalil,Australia,775184313
17414,Maxwell Kofi Jumah,Ghana,775185169
17415,Walter Kingsmill,Australia,775187780
17416,Tony Brunt,New Zealand,775200226
17417,Julieta Campusano,Chile,775200420
17418,Yuri Churbanov,Russia,775202773
17419,Roberto Salcedo Sr.,Dominican Republic,775210953
17420,Shahid Hamid,Pakistan,775222050
17421,Azeem Ahmed Tariq,Pakistan,775225816
17422,María Luisa Ramos Urzagaste,Bolivia,775230550
17423,Lee Chunhee,South Korean,775234175
17424,Peter Josie,Saint Lucian,775241473
17425,Carolina Cerqueira,Angola,775242747
17426,Donald Duke,Nigeria,775247499
17427,Juliana of Stolberg,Netherlands,775251346
17428,Antti Kukkonen,Finland,775251439
17429,Hugo Haase,Germany,775254127
17430,Somchai Khunpluem,Thailand,775255030
17431,Nasib Yusifbeyli,Azerbaijan,775264470
17432,Ali S. Hasanov,Azerbaijan,775268699
17433,Elisabetta Gardini,Italy,775270825
17434,Catarina Castor,Guatemala,775279792
17435,Moacir Feitosa,Brazil,775280087
17436,Mohammed Magariaf,Libya,775296202
17437,Theodor Wegelius,Finland,775296373
17438,Otto Stenroth,Finland,775296731
17439,Shimelis Adugna,Ethiopia,775296975
17440,Patricia Santo Tomas,Philippines,775297022
17441,Nieves Confesor,Philippines,775297326
17442,Rainer von Fieandt,Finland,775298612
17443,Matti Louekoski,Finland,775302882
17444,Graeme Cairns,New Zealand,775321234
17445,Angeline Greensill,New Zealand,775322760
17446,Alaa Hussein Ali,Iraq,775325009
17447,Alessandro Zan,Italy,775336274
17448,Nijolė Ambrazaitytė,Lithuania,775342407
17449,William O'Connell (politician),Australia,775350796
17450,Matthew Battersby,Australia,775355022
17451,Hamidreza Fouladgar,Iran,775356494
17452,José Marcelino Pessoa de Vasconcellos,Brazil,775358826
17453,Kim Wan-su,"Korea, South",775363256
17454,Kazem Rajavi,Iran,775366483
17455,James Hague,Australia,775368667
17456,Mária Pozsonec,Slovenia,775368951
17457,El Hadj Ismael Mohamed Gassim Gushein,Guinea,775402682
17458,Manuel Earnshaw,Philippines,775406154
17459,Desiderio Arias,Dominican Republic,775411874
17460,Moses Gabb,Australia,775426660
17461,Irma Elizondo Ramírez,Mexico,775441622
17462,Abdul Ghani Malik (politician),India,775457351
17463,Ahn Dae-hee,South Korean,775458263
17464,Ahn Gyu-baek,South Korean,775458608
17465,Park Hong-keun,South Korean,775458639
17466,Pax Mangudadatu,Philippines,775459624
17467,Callistratus of Aphidnae,Greece,775468703
17468,Isaac Mulatya Muoki,Kenya,775476334
17469,Isaac Nii Djanmah Vanderpuye,Ghana,775476929
17470,Sadio Gassama,Mali,775479288
17471,George Strahan,Cape Colony,775481498
17472,Tiéfing Konaté,Mali,775481602
17473,Isaia Italeli,Tuvalu,775484475
17474,Magaji Muhammed,Nigeria,775487584
17475,Catherine Picard,France,775488052
17476,Yafes Osman,Bangladesh,775490422
17477,Soumana Makadji,Mali,775493037
17478,Zhang Wenkang,China,775493476
17479,Chen Shiju,China,775494757
17480,Francis Hull,New Zealand,775512937
17481,Dorothy Pratt,Australia,775515825
17482,Ken Turner (politician),Australia,775515964
17483,Thomas Luther Shepherd,New Zealand,775516216
17484,Riaz Mohammad Khan,Pakistan,775519786
17485,Riaz Khokhar,Pakistan,775519858
17486,Ismael Orot,Uganda,775522497
17487,Ismail Hoxha,Albania,775523322
17488,Ismail Qasim Naji,Somalia,775523758
17489,Ismail Qasim Yar,Afghanistan,775523762
17490,Phone Zaw Han,Myanmar,775525012
17491,Edward Dexter Holbrook,United States,775528400
17492,Isra al-Modallal,Palestinian Territory,775535912
17493,Eleonora Hiltl,Austria,775537796
17494,Kaarlo Castrén,Finland,775541374
17495,Issam al-Attar,Syria,775558271
17496,Issifou Okoulou-Kantchati,Togo,775559429
17497,Robert Potter (U.S. politician),United States,775561860
17499,Frankie Gallagher,Ireland,775575027
17500,Nicolás Dujovne,Argentina,775594276
17501,Vittorio Cecchi Gori,Italy,775595267
17502,Rainer Lemström,Finland,775596273
17503,Adolf Germann,Switzerland,775597386
17504,Alfred von Planta,Switzerland,775597935
17505,Gideon Brand van Zyl,South Africa,775598746
17506,Andrea Bezzola,Switzerland,775599340
17507,James Blair (South Carolina),United States,775607049
17508,Luis Bedoya Reyes,Peru,775608592
17509,Goelet family,United States,775611464
17510,Ivan Besedin,Russia,775617280
17511,Walter Coutts,United Kingdom,775622157
17512,Thomas Haughey,United States,775622366
17513,Ivan Kuret,Croatia,775624588
17514,Bosiram Siram,India,775631159
17515,Tangor Tapak,India,775631187
17516,"Members of the National Parliament of Papua New Guinea, 1987–1992",Papua New Guinea,775632712
17517,John M. Pinckney,United States,775633638
17518,Robert Adams Jr.,United States,775633737
17519,Santiuse Kujur,India,775636636
17520,Nathaniel Levi,Australia,775643831
17521,Shashi Shrestha,Nepal,775644962
17522,Ortai,China,775648331
17523,"Members of the House of Assembly of Papua and New Guinea, 1968–1972",Papua New Guinea,775656776
17524,William Stewart (politician),New Zealand,775658507
17525,Sophie Linden,United Kingdom,775665955
17526,Samuel Austin Kendall,United States,775677313
17527,Muhammad Zainul Majdi,Indonesia,775678499
17528,Hadad-yith'i,Syria,775687661
17529,Oscar Gozos,Philippines,775688290
17530,Francis Bernard Keogh,Australia,775688340
17531,Lorna Silverio,Philippines,775688359
17532,Jón Magnússon (politician),Iceland,775688533
17533,Tecla San Andres Ziga,Philippines,775688645
17534,Mario Pinotti,Brazil,775690095
17535,Sunil Bahadur Thapa,Nepal,775696067
17536,George Foxcroft,United Kingdom,775697157
17537,Mirna Murr,Lebanon,775704653
17538,Henry Okon Archibong,Nigeria,775705253
17539,Abdul-Aziz bin Muhammad,Saudi Arabia,775716480
17540,Saleh bin Abdul-Aziz Al ash-Sheikh,Saudi Arabia,775718691
17541,Shi Chonggui,China,775758252
17542,Walter Lee (New Zealand politician),New Zealand,775764762
17543,Horace Chang,Jamaica,775765998
17544,Jack Simpson (politician),Australia,775766814
17545,"Mir Laiq Ali Khan, Salar Jung II",India,775774630
17546,Jozef Hrdlička,Slovakia,775776870
17547,Scobie Mackenzie,New Zealand,775782785
17548,Jackson Fiulaua,Solomon Islands,775787277
17549,Jackson Lafferty,Canada,775788320
17550,Ricardo del Val,Argentina,775793994
17551,Toshiko Hamayotsu,Taiwan,775794931
17552,"Theobald Taaffe, 1st Earl of Carlingford",Ireland,775807378
17553,John Devine (Australian rules footballer),Australia,775816502
17554,Jacques Michaut,France,775817422
17555,Jacqui Burke,Australia,775820650
17556,Mahinur Ozdemir,Belgium,775823600
17557,"Armand Charles Emmanuel Guignard, comte de Saint-Priest",France,775827839
17558,Anatolie Urecheanu,Moldova,775828461
17559,An Bangjun,"Korea, South",775830671
17560,William Walker (New South Wales colonial politician),Australia,775836753
17561,John Walsh (Australian politician),Australia,775836835
17562,Rahman Dadman,Iran,775837421
17563,Makiko Fujino,Japan,775837778
17564,Jagya Bahadur Shahi,Nepal,775838403
17565,Sanggung,"Korea, South",775843758
17566,Zeev Boker,Israel,775844701
17567,Michel Maurice-Bokanowski,France,775846789
17568,Jaime Galarza Zavala,Ecuador,775847841
17569,Carolina Mejía de Garrigó,Dominican Republic,775866236
17570,Farhang Mehr,Iran,775876914
17571,Eduard Puricelli,Germany,775882013
17572,Małgorzata Niezabitowska,Poland,775888632
17573,Telmário Mota,Brazil,775894486
17574,Jamal Abu Samhadana,Palestinian Territory,775898615
17575,Hashem Bathaie Golpayenagi,Iran,775899063
17576,Horacio Usandizaga,Argentina,775905394
17577,Alexander Stuart (New Zealand politician),New Zealand,775918012
17578,Ochirbatyn Dashbalbar,Mongolia,775924658
17579,Sim Euigyeom,"Korea, South",775928483
17580,Gim Ikhun,"Korea, South",775931704
17581,Tatyana Doncheva,Bulgaria,775932464
17582,Gim Seokju,"Korea, South",775933820
17583,James Chikerema,Zimbabwe,775935799
17584,Song Ikpil,"Korea, South",775938263
17585,James Curley (Australian politician),Australia,775941480
17586,Søren Pape Poulsen,Denmark,775942803
17587,Jakub Wygodzki,Lithuania,775942888
17588,Wu Shih-wen,Taiwan,775942894
17589,Laufitu,Tonga,775943115
17590,Sani Lakatani,Niuean,775947817
17591,Elmano Férrer,Brazil,775950604
17592,James Ellis (Australian politician),Australia,775951833
17593,James Fitzgerald Murray,Australia,775955106
17594,James Gannon (politician),Australia,775959753
17595,James Giles (politician),Australia,775960843
17596,Sima Samar,Afghanistan,775966269
17597,James Henry Young,Australia,775969337
17598,Zamarud Khan,Pakistan,775970259
17599,Chiu Chuang-huan,Taiwan,775971139
17600,Yollada Suanyot,Thailand,775974170
17601,Eduardo O'Gorman,Spain,775974956
17602,James Kwanya Rege,Kenya,775978319
17603,Kingoro Hashimoto,Japan,775978813
17604,Virgilio de los Reyes,Philippines,775982002
17605,James Maina Kamau,Kenya,775985333
17606,James McInerney (politician),Australia,775988338
17607,James Mitchell (New South Wales politician),Australia,775990403
17608,Murray Thompson,Australia,775990965
17609,Ali Këlcyra,Albania,775992309
17610,James Murphy (New South Wales politician),Australia,775992923
17611,Aurelio Mosquera,Ecuador,775993365
17612,James Obita,Uganda,775995921
17613,James Omingo Magara,Kenya,775996384
17614,James Ondicho Gesami,Kenya,775996403
17615,James Robertson (Jamaican politician),Jamaica,776006357
17616,James Robinson (Australian politician),Australia,776006484
17617,Siauw Giok Tjhan,Indonesia,776006765
17618,James Samuel Dickson,New Zealand,776009508
17619,Thomas Beckham,New Zealand,776009563
17620,James Shri Krishna,Fiji,776011875
17621,Louise of Mecklenburg-Güstrow,Norway,776015999
17622,James Taylor (New South Wales politician),Australia,776019932
17623,James Tora,Solomon Islands,776022893
17624,Han Song-ryol,"Korea, South",776025649
17625,Joaquín Chapaprieta,Spain,776027108
17626,Ricardo Samper,Spain,776027115
17627,Manuel Allendesalazar y Muñoz de Salazar,Spain,776027472
17628,Francisco Silvela,Spain,776027694
17629,José Posada Herrera,Spain,776027717
17630,James Walker (New South Wales politician),Australia,776028502
17631,James Wango,Vanuatu,776029154
17632,James Webb (Australian politician),Australia,776030397
17633,Ákos Kriza,Hungary,776033712
17634,Kocsárd Janky,Hungary,776039226
17635,Valerie Wise,United Kingdom,776043514
17636,Jorge Astiazarán Orcí,Mexico,776048291
17637,Henri Dentz,France,776051675
17638,Ahmad al-Ghashmi,Yemen,776052035
17639,Ho Pei-shan,Taiwan,776053649
17640,Hugo Banzer,Bolivia,776055297
17641,Jamil Khir Baharom,Malaysia,776060591
17642,"João Lustosa da Cunha Paranaguá, Marquis of Paranaguá",Brazil,776061649
17643,Gyan Singh (Fijian politician),Fiji,776063429
17644,Saleban Olad Roble,Somalia,776064198
17645,Jamo bey Hajinski,Azerbaijan,776066263
17646,Jamshed Burki,Pakistan,776067147
17647,Jamshid Ghanbari Maman,Iran,776068030
17648,Jan Adamiak,Poland,776071578
17649,Jan Franssen,Netherlands,776078823
17650,Jan Jambon,Belgium,776082794
17651,Sylvester Chisembele,Zambia,776082926
17652,Jan Kronberg,Australia,776085207
17653,Jan Ludwik Popławski,Poland,776087031
17654,Hans Leussink,Germany,776094556
17655,Jan Stocklassa,Czech Republic,776095794
17656,Billy Gordon,Australia,776104428
17657,Janak Raj Giri,Nepal,776105507
17658,Janardan Dhakal,Nepal,776107238
17659,Janat Mukwaya,Uganda,776107670
17660,Nugroho Wisnumurti,Indonesia,776111639
17661,Sergiu Sîrbu (politician),Moldova,776111885
17662,Jane Hill (politician),Australia,776116329
17663,Pedro Aguirre Cerda,Chile,776117351
17664,Jane Phillips-Gay,Guyana,776119795
17665,Janet Nwadiogo Mokelu,Nigeria,776130152
17666,Janette Garin,Philippines,776132137
17667,James Purcell (politician),Australia,776132686
17668,Rashid Maidin,Malaysia,776134261
17669,Nicolae L. Lupu,Romania,776153321
17670,Pol Hom,Cambodia,776153762
17671,Naser al-Hariri,Syria,776157278
17672,Antônio José de Moraes Souza Filho,Brazil,776166753
17673,Chang Feng-hsu,Taiwan,776173874
17674,Japhet Kareke Mbiuki,Kenya,776181299
17675,Jaques Wagner,Brazil,776182803
17676,Nawoon Marcellus,Haiti,776183933
17677,Jarallah Omar,Yemen,776184246
17678,Mario García Menocal,Cuba,776186947
17679,Jari Koskinen,Finland,776191313
17680,Wei Baoheng,China,776191386
17681,Jaroslav Krejčí,Czech Republic,776197284
17682,Lokanath Misra,India,776197785
17683,T Thangzalam Haokip,India,776198912
17684,Neil Windsor,Canada,776202179
17685,Hajji Ebrahim Shirazi,Iran,776206770
17686,Marceli Żółtowski,Poland,776208929
17687,Marta Lucía Ramírez,Colombia,776211233
17688,Levon Zourabian,Armenia,776216336
17689,Samuel Rothschild,Canada,776216624
17690,Ghassan Ibrahim,Syria,776217531
17691,Stanisław Lorentz,Poland,776225838
17692,Sassoon Eskell,Iraq,776240985
17693,Jorge Viana,Brazil,776243021
17694,Jason Teoh,Malaysia,776247440
17695,Mutea Iringo,Kenya,776248253
17696,Ivo Miro Jović,Bosnia-Herzegovina,776259412
17697,Vladimir Zagorec,Croatia,776260767
17698,Mayor of Quito,Ecuador,776263066
17699,Árni Johnsen,Iceland,776265227
17700,Javier García Duchini,Uruguay,776273111
17701,Hwang Gi-cheon,"Korea, South",776273327
17702,Javier Lozano Alarcón,Mexico,776276348
17703,Mario Briceño Iragorry,Venezuela,776277178
17704,Albert Ehrhardt,United Kingdom,776286813
17705,Sufian Abu Zaida,Palestinian Territory,776289919
17706,Sally Talbot,Australia,776294794
17707,Boekenhoutfontein,South African Republic,776299184
17708,Nelson Merentes,Venezuela,776315761
17709,Jean-Baptiste Nouganga,Central African Republic,776316958
17710,Philip Shaibu,Nigeria,776318059
17711,Mats Kettilmundsson,Sweden,776319330
17712,Jean-Claude Siapa Ivouloungou,Congo,776319604
17713,Lester R. Rice-Wray,United States,776320032
17714,Jean-François Ntoutoume Emane,Gabon,776321801
17715,Jean-Marie Mokole,Central African Republic,776327703
17716,Jean-Martial Bineau,France,776328065
17717,Count Friedrich Wilhelm von Haugwitz,Austria,776328153
17718,Jean-Paul Cluzel,France,776330340
17719,Jean-Serge Brisson,Canada,776335254
17720,Jean Baptiste Louis Isambert,Australia,776337526
17721,Libuše Benešová,Czech Republic,776338134
17722,Daniela Filipiová,Czech Republic,776338195
17723,Dimitrios Kallergis,Greece,776338240
17724,Jean Colombera,Luxembourg,776341117
17725,Jean Dupong,Luxembourg,776343358
17726,Jean Eyeghé Ndong,Gabon,776343893
17727,Besueri Kiwanuka Lusse Mulondo,Uganda,776344991
17728,Jean Konan Banny,Ivorian,776348888
17729,Jean Parfait Laurent Mafilaza,Madagascar,776354413
17730,Lee Chin-yung,Taiwan,776355501
17731,Su Chih-fen,Taiwan,776355857
17732,Jean Pliya,Benin,776356112
17733,Jean Tupinier,France,776360878
17734,James Tsai,Taiwan,776365041
17735,Jeanne-Marie Ruth-Rolland,Central African Republic,776367272
17736,Jeanne Dambendzet,Congo,776368348
17737,Jeanne Mujawamariya,Rwanda,776370392
17738,Jeannette Kavira Mapera,"Congo, Dem. Rep. of",776372644
17739,Jeannine Compton-Antoine,Saint Lucian,776374386
17740,Thomas Prinzhorn,Austria,776378060
17741,Li Zhen (Later Liang),China,776384989
17742,Taysir Khalid,Palestinian Territory,776386870
17743,Victoria Chitepo,Zimbabwe,776389556
17744,Minister of the Interior (The Gambia),Gambia,776390452
17745,Minister of Tourism and Culture (The Gambia),Gambia,776390756
17746,Xia Yan (Ming dynasty),China,776394218
17747,Emiliano García-Page,Spain,776399074
17748,Abdullah Hussein Jebara,Iraq,776407566
17749,Per Jacobsson,Sweden,776409773
17750,Kenji Nakanishi,Japan,776437359
17751,Jemin Gjana,Albania,776452586
17752,Sagrario Ortiz Montoro,Mexico,776453899
17753,María Isabel Ortiz Mantilla,Mexico,776455009
17754,Hilario Ulloa (Nicaragua politician),Nicaragua,776455092
17755,Milly D'Abbraccio,Italy,776465351
17756,Manwel Dimech,Malta,776471956
17757,Satyadev Katare,India,776475986
17758,Inayatullah Khan Mashriqi,Pakistan,776477756
17759,Laila Reiertsen,Norway,776479075
17760,Deb Frecklington,Australia,776479420
17761,Jenny af Forselles,Finland,776479497
17762,Jens Kramer Mikkelsen,Denmark,776481266
17763,Jens Pauli Skaalum,Denmark,776481984
17764,Vasilije Trbić,Serbia,776484360
17765,Moses Porges von Portheim,Czech Republic,776487173
17766,Edgar Mulder,Netherlands,776490635
17767,Jeremiah Rundle,Australia,776491566
17768,Jeremiah Twa-Twa,Uganda,776491782
17769,Jeremias Chitunda,Angola,776491957
17770,Karen Gerbrands,Netherlands,776498481
17771,Ljiljanna Ravlich,Australia,776501665
17772,Jereton Mariere,Nigeria,776503248
17773,Jan Kasl,Czech Republic,776508129
17774,Jiří Kittner,Czech Republic,776509425
17775,Merceditas Gutierrez,Philippines,776512057
17776,Jerome Sacca Kina Guezere,Benin,776513118
17777,Miloslav Vlček,Czech Republic,776513404
17778,Ivo Svoboda (politician),Czech Republic,776513552
17779,Hana Orgoníková,Czech Republic,776513802
17780,Pavel Dostál,Czech Republic,776514175
17781,Mirza Muhammad Aghazadeh Khorasani,Iran,776516465
17782,Paul Otuoma,Kenya,776523171
17783,Syed Ata-ul-Mohsin Bukhari,Pakistan,776528224
17784,Erik Berg,Finland,776529444
17785,Victoria Kalima,Zambia,776530837
17786,Mykola Martynenko,Ukraine,776538440
17787,Jesper Langballe,Denmark,776539879
17788,Darge Sahle Selassie,Ethiopia,776551820
17789,Cornelis de Witt,Netherlands,776559738
17790,Renu Kumari Yadav,Nepal,776562044
17791,Jerónimo Elavoko Wanga,Angola,776569751
17792,Mirza Abu'l-Qasem Qa'em-Maqam,Iran,776576647
17793,Francesco Camero Medici,Italy,776577344
17794,André Kamperveen,Suriname,776590588
17795,Yildiz Akdogan,Denmark,776594023
17796,Mountaga Tall,Mali,776595746
17797,Soumaïla Cissé,Mali,776596074
17798,Rolando Araya Monge,Costa Rica,776606351
17799,Jesús Escandell,Cuba,776607522
17800,Jesús Mantilla,Venezuela,776608370
17801,Issa Tchiroma,Cameroon,776609126
17802,Jeton Anjain,Marshall Islands,776613791
17803,Jhemp Bertrand,Luxembourg,776629525
17804,Ji Jianye,China,776632920
17805,Grizelda Cjiekella,South Africa,776641031
17806,Carlos García-Bedoya Zapata,Peru,776646104
17807,Jihad Makdissi,Syria,776646947
17808,Jilila Kumar,Fiji,776648998
17809,Muhammad Akbar Khan (politician),India,776653040
17810,Tasos Mitropoulos,Greece,776659622
17811,Vernon Cracknell,New Zealand,776661874
17812,Rolando Espinosa,Philippines,776667840
17813,Ivan Khokhlov,Russia,776674677
17814,Yoel Alroy,Israel,776675742
17815,Shamsiah Fakeh,Malaysia,776675917
17816,"Diego Dávila Mesía y Guzmán, 3rd Marquis of Leganés",Spain,776679120
17817,Jorge Martí Martínez,Cuba,776682487
17818,Andrzej Gwiazda,Poland,776682905
17819,Benjamin Abram,France,776683835
17820,Yehuda Etzion,Israel,776685256
17821,Reynolds Bekinbo Dagogo-Jack,Nigeria,776690769
17822,Jan van der Jagt,Netherlands,776696367
17823,Amina Salum Ali,Tanzania,776699041
17824,Giovanni Cuomo,Italy,776702475
17825,Mireya Baltra,Chile,776704175
17826,Isgandar Hamidov,Azerbaijan,776722927
17827,John Bardwell Ebden,Cape Colony,776725178
17828,Jin Daoming,China,776728593
17829,David Wells (politician),Canada,776738317
17830,Boualem Bessaïh,Algeria,776740910
17831,Jiro Akama,Japan,776743826
17832,Oumar Mariko,Mali,776746577
17833,Eudine Barriteau,Grenada,776747860
17834,Juan Donoso Cortés,Spain,776751637
17835,Jiří Lobkowicz,Czech Republic,776751749
17836,Ashok Rai,Nepal,776752110
17837,Jo Sik,"Korea, South",776759832
17838,Hanna Jaff,Mexico,776760309
17839,Sanjay Gautam,Nepal,776763129
17840,Pongsapat Pongcharoen,Thailand,776765210
17841,Joan Hall,Australia,776766842
17842,Juan Mignaburu,Argentina,776770346
17843,Gonzalo Gutiérrez Reinel,Peru,776773525
17844,Mishari bin Saud bin Abdulaziz Al Saud,Saudi Arabia,776775678
17845,Joaquín Méndez,Guatemala,776779413
17846,Abd ar-Razzaq an-Naif,Iraq,776779622
17847,Mir Mohammed Helal Uddin,Bangladesh,776779976
17848,Nely Miranda,Mexico,776780570
17849,Job Tausinga,Solomon Islands,776781115
17850,Alessandro Rossi (Captains Regent),San Marino,776804828
17851,John A. Lee,New Zealand,776807703
17852,Fu Youde,China,776809152
17853,Satrio Budihardjo Joedono,Indonesia,776813036
17854,Carlos Alfredo D'Amico,Argentina,776813207
17855,Joe Lobenstein,United Kingdom,776815379
17856,Mudasiru Oyetunde Hussein,Nigeria,776822971
17857,Albert Mechelynck,Belgium,776824761
17858,Ibrahim Nassar,Palestinian Territory,776831011
17859,Mauricio Rodas,Ecuador,776836911
17860,Gustaf af Wetterstedt,Sweden,776839187
17861,Joel Gabuza,Zimbabwe,776840034
17862,Charles Mackay (mayor),New Zealand,776840584
17863,Connie Birchfield,New Zealand,776840841
17864,Desmond Patrick Costello,New Zealand,776840988
17865,Doris Palmer,New Zealand,776841041
17866,Edward Conolly (judge),New Zealand,776841165
17867,Edwin Edwards (New Zealand politician),New Zealand,776841235
17868,Emily Maguire (politician),New Zealand,776841444
17869,Mokena Kohere,New Zealand,776841995
17870,Mohi Te Atahikoia,New Zealand,776842007
17871,Myer Caselberg,New Zealand,776842186
17872,Teodor Keko,Albania,776842295
17873,Kelpo Gröndahl,Finland,776842587
17874,Benjamin Crisp,New Zealand,776842614
17875,Annie McVicar,New Zealand,776842882
17876,Margrét Tryggvadóttir,Iceland,776843273
17877,Gordon Alexander Brown,New Zealand,776843951
17878,Hāmiora Mangakāhia,New Zealand,776844015
17879,Harry Barker (mayor),New Zealand,776844212
17880,Harry Farnall,New Zealand,776844249
17881,Helen Lyster Nicol,New Zealand,776844412
17882,Henare Matua,New Zealand,776844508
17883,Henry Redwood,New Zealand,776844806
17884,Ihaka Hakuene,New Zealand,776845243
17885,James Henare,New Zealand,776845640
17886,Jessie Aitken,New Zealand,776845921
17887,Josef Pröll,Austria,776845922
17888,John Howell (pioneer),New Zealand,776846377
17889,John MacGregor (New Zealand politician),New Zealand,776846465
17890,John McGlashan (politician),New Zealand,776846529
17891,Jonas Woodward,New Zealand,776846637
17892,Leonard Harper,New Zealand,776847255
17893,Mark Briggs (politician),New Zealand,776847977
17894,Marmaduke Bethell,New Zealand,776848003
